# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,M.T1.R1.S1.16S.S50,M.T1.R1.S2.16S.S62,M.T1.R1.S3.16S.S74,M.T1.R2.S1.16S.S86,M.T1.R2.S2.16S.S3,M.T1.R2.S3.16S.S15,M.T1.R3.S1.16S.S27,M.T1.R3.S2.16S.S39,M.T1.R3.S3.16S.S51,M.T1.R4.S1.16S.S63,M.T1.R4.S2.16S.S75,M.T1.R4.S3.16S.S87,M.T2.R1.S1.16S.S53,M.T2.R1.S2.16S.S65,M.T2.R1.S3.16S.S77,M.T2.R2.S1.16S.S89,M.T2.R2.S2.16S.S6,M.T2.R2.S3.16S.S18,M.T2.R3.S1.16S.S30,M.T2.R3.S2.16S.S42,M.T2.R3.S3.16S.S54,M.T2.R4.S1.16S.S66,M.T2.R4.S2.16S.S78,M.T2.R4.S3.16S.S90,M.T3.R1.S1.16S.S56,M.T3.R1.S2.16S.S68,M.T3.R1.S3.16S.S80,M.T3.R2.S1.16S.S92,M.T3.R2.S2.16S.S9,M.T3.R2.S3.16S.S21,M.T3.R3.S1.16S.S33,M.T3.R3.S2.16S.S45,M.T3.R3.S3.16S.S57,M.T3.R4.S1.16S.S69,M.T3.R4.S2.16S.S81,M.T3.R4.S3.16S.S93,M.T4.R1.S1.16S.S59,M.T4.R1.S2.16S.S71,M.T4.R1.S3.16S.S83,M.T4.R2.S1.16S.S95,M.T4.R2.S2.16S.S12,M.T4.R2.S3.16S.S24,M.T4.R3.S1.16S.S36,M.T4.R3.S2.16S.S48,M.T4.R3.S3.16S.S60,M.T4.R4.S1.16S.S72,M.T4.R4.S2.16S.S193,M.T4.R4.S3.16S.S203,U.T1.R1.S1.16S.S1,U.T1.R1.S2.16S.S13,U.T1.R1.S3.16S.S25,U.T1.R2.S1.16S.S37,U.T1.R2.S2.16S.S49,U.T1.R2.S3.16S.S61,U.T1.R3.S1.16S.S73,U.T1.R3.S2.16S.S85,U.T1.R3.S3.16S.S2,U.T1.R4.S1.16S.S14,U.T1.R4.S2.16S.S26,U.T1.R4.S3.16S.S38,U.T2.R1.S1.16S.S4,U.T2.R1.S2.16S.S16,U.T2.R1.S3.16S.S28,U.T2.R2.S1.16S.S40,U.T2.R2.S2.16S.S52,U.T2.R2.S3.16S.S64,U.T2.R3.S1.16S.S76,U.T2.R3.S2.16S.S88,U.T2.R3.S3.16S.S5,U.T2.R4.S1.16S.S17,U.T2.R4.S2.16S.S29,U.T2.R4.S3.16S.S41,U.T3.R1.S1.16S.S7,U.T3.R1.S2.16S.S19,U.T3.R1.S3.16S.S31,U.T3.R2.S1.16S.S43,U.T3.R2.S2.16S.S55,U.T3.R2.S3.16S.S67,U.T3.R3.S1.16S.S79,U.T3.R3.S2.16S.S91,U.T3.R3.S3.16S.S8,U.T3.R4.S1.16S.S20,U.T3.R4.S2.16S.S32,U.T3.R4.S3.16S.S44,U.T4.R1.S1.16S.S10,U.T4.R1.S2.16S.S22,U.T4.R1.S3.16S.S34,U.T4.R2.S1.16S.S46,U.T4.R2.S2.16S.S58,U.T4.R2.S3.16S.S70,U.T4.R3.S1.16S.S82,U.T4.R3.S2.16S.S94,U.T4.R3.S3.16S.S11,U.T4.R4.S1.16S.S23,U.T4.R4.S2.16S.S35,U.T4.R4.S3.16S.S47
Unassigned;Other;Other;Other;Other;Other;Other,0.006363531,0.005759705,0.004341534,0.003933026,0.004238259,0.006036932,0.005736138,0.00538929,0.006653438,0.004843173,0.00388673,0.006088623,0.005598477,0.006553984,0.006456729,0.004388926,0.009527212,0.004830918,0.004381414,0.00714626,0.006550474,0.006704178,0.005678592,0.006308786,0.004901961,0.004959263,0.006751345,0.005850585,0.005903461,0.006942034,0.005294582,0.005456868,0.00647433,0.006151743,0.007101792,0.006510565,0.004068256,0.006508876,0.006620249,0.005032772,0.005924721,0.007106479,0.005894591,0.005103858,0.007010688,0.008368708,0.002866277,0.004799107,0.008522727,0.004267266,0.00552868,0.006026889,0.004159926,0.006472492,0.006139763,0.004843979,0.008230453,0.006860465,0.006057835,0.005231434,0.005420954,0.005425372,0.006181164,0.007628373,0.005143445,0.008074605,0.006651147,0.004670236,0.008527572,0.005397956,0.002661639,0.004688393,0.008095293,0.008768811,0.008154359,0.007123672,0.006954737,0.00736394,0.006037567,0.006334216,0.004124656,0.006759853,0.006539764,0.007874928,0.007283835,0.007435808,0.005309326,0.007326007,0.005145798,0.005924033,0.008190195,0.006497948,0.008940125,0.006695361,0.006601438,0.003541913
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;Other;Other,0.000115701,0.000345582,0.000333964,0.000337117,0.000343643,0.000236742,0.000112473,0.000114666,0.000350181,0,0.000222099,0.000112752,0.004142873,0.001954697,0.001359311,0.000225073,0.000476361,0.000117827,0.000345901,0.000238209,0,0,0,0.000573526,0.000569995,0.000944622,0.000343289,0.003712871,0.002546591,0.003123915,0.002703616,0.004295832,0.002953203,0.000569606,0.001014542,0.00251285,0.000113007,0.000473373,0.000342427,0.002106742,0.00232342,0.001658178,0.000809061,0.000474777,0.000344788,0.000363857,0.000110241,0.000223214,0,0,0.000115181,0.000115902,0.000231107,0,0,0,0,0.000116279,0,0,0,0,0,0,0.000114299,0,0,0,0,0.000574251,0.000776311,0,0,0.000118497,0,0,0,0,0,0.000115168,0.000114574,0,0,0.000231616,0,0,0.000692521,0,0,0.000232315,0.000113753,0.000113999,0,0.00035868,0.000117883,0.000590319
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__,0.018627791,0.013592904,0.0177001,0.031464209,0.021191294,0.022964015,0.013834214,0.016855865,0.023462122,0.016259225,0.014769572,0.014657797,0.026200873,0.01425779,0.021522429,0.02070673,0.013099917,0.014492754,0.011299435,0.017389233,0.012867002,0.012570334,0.014196479,0.010896995,0.01618787,0.01381509,0.01602014,0.023627363,0.016089825,0.017355085,0.021516278,0.025891095,0.023739209,0.020050125,0.016796303,0.022844089,0.011300712,0.009940828,0.012213218,0.017088015,0.018703532,0.019069051,0.013407305,0.011750742,0.012987013,0.013462705,0.010583177,0.009040179,0.021898674,0.033688939,0.024763879,0.034654613,0.03235498,0.029935275,0.022884572,0.038075927,0.028689006,0.027325581,0.028917591,0.03081997,0.026883505,0.022047789,0.027197123,0.020152567,0.020002286,0.020357102,0.019066622,0.019250484,0.025355316,0.020673022,0.016635245,0.018524871,0.023823291,0.016708141,0.017916619,0.021254233,0.020864212,0.013807387,0.0230322,0.018196476,0.017758937,0.018675527,0.012612402,0.020961204,0.021146617,0.023353085,0.023084026,0.019688645,0.021841052,0.024509235,0.018882948,0.021317829,0.016586284,0.021162123,0.022987151,0.023848878
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Arenimonas;s__,0.001157006,0.000575971,0.000222643,0.000561861,0.002176403,0.000828598,0.000562366,0.001490655,0.000350181,0,0.000666297,0,0.001567574,0.002299644,0.000679656,0.000112537,0.000714541,0.000471309,0.000230601,0.001429252,0.000467891,0,0.000227144,0.000458821,0.000341997,0.000826544,0.000686577,0.000450045,0.000926033,0,0.001013856,0.001044932,0.00193094,0.000569606,0.000563634,0.000685323,0.000339021,0.00035503,0.000798996,0.000819288,0.000580855,0.000829089,0.000693481,0.001424332,0.001149293,0.000485143,0,0.000111607,0.000118371,0.000561482,0.000230362,0.001390821,0.000577768,0.00011558,0.000334896,0.000450603,0.000823045,0,0.000114299,0.001705902,0,0.000115433,0.00022477,0.000455425,0.001142988,0.000454907,0.000110852,0.000113908,0,0.001033651,0.001552623,0.000571755,0.000231294,0.000118497,0.0004594,0.000233563,0.000228024,0.000115062,0.000447227,0.000230335,0.000458295,0.000229148,0.000233563,0.000463231,0.000117481,0.000116185,0.00034626,0.000572344,0.000457404,0.000232315,0.000455011,0,0,0.00035868,0.000353648,0.000354191
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dokdonella;s__,0.000462802,0,0.000222643,0.000898977,0.00091638,0.002012311,0.000562366,0.000917326,0.000933816,0.001614391,0.001110494,0.002029541,0.000559848,0.000229964,0.000906208,0.001688049,0.000595451,0.000471309,0.001268304,0.001667461,0.000818809,0.002154914,0.001362862,0.000688231,0.000683995,0.000472311,0.000457718,0.000562556,0.000115754,0.000462802,0.000450603,0.000348311,0.000454339,0.000911369,0.000112727,0.000799543,0.000226014,0.000473373,0.000228284,0.000468165,0.000232342,0.000473765,0.000924642,0.001186944,0.000344788,0.000363857,0.000661449,0,0.002130682,0.003256597,0.001497351,0.001738526,0.002542177,0.002196024,0.002121009,0.003041568,0.003292181,0.003837209,0.002628872,0.003411805,0.002323266,0.00300127,0.002135311,0.001593988,0.002743171,0.002388263,0.002217049,0.002050347,0.001478113,0.001607902,0.001109016,0.001943968,0.001040823,0.001421969,0.002411853,0.001284597,0.002052218,0.001610862,0.002571556,0.002188184,0.00091659,0.001833181,0.003036319,0.001968732,0.000587406,0.002091321,0.001038781,0.001373626,0.001829617,0.002090835,0.001137527,0.001595987,0.002235031,0.00107604,0.001886125,0.001180638
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Dyella;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118497,0,0,0.000114012,0,0.000111807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteibacter;s__rhizovicinus,0.000347102,0.000115194,0,0.000898977,0,0.000591856,0.000224947,0,0,0,0,0.000789266,0,0.000344947,0,0.002925951,0,0,0.000345901,0.000357313,0,0.000239435,0,0,0.000683995,0,0.00011443,0,0.000115754,0,0,0,0.000340754,0,0.000112727,0,0,0,0,0.000117041,0,0,0,0.000118694,0,0,0,0,0.000118371,0,0,0.000347705,0.000115554,0,0.000111632,0.000337952,0,0.000116279,0,0.000227454,0,0,0,0,0,0.00034118,0.001108525,0.000113908,0,0.00011485,0,0,0,0,0,0.000116782,0,0,0,0.000921341,0.000343721,0.000343721,0,0,0.000117481,0,0.00011542,0,0,0.000116158,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Luteimonas;s__,0,0,0.000111321,0,0.000114548,0,0,0,0,0,0.000111049,0,0.00011197,0,0,0,0,0,0.000576502,0,0.000116973,0,0,0,0,0,0,0,0,0,0,0.000116104,0,0.000113921,0.000112727,0.000456882,0.000113007,0,0,0,0,0,0,0,0,0,0,0,0.000118371,0,0.000115181,0.000347705,0,0.00011558,0,0.000225301,0,0,0,0,0,0,0,0,0.000114299,0.000113727,0.000110852,0,0,0,0,0,0,0,0.0002297,0,0,0,0,0,0,0,0,0.000231616,0,0,0,0.000343407,0,0,0.000341258,0,0.000235266,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__,0.001157006,0.002879853,0.002894356,0.001123722,0.004123711,0.001538826,0.00101226,0.000458663,0.004552352,0.000230627,0.001221544,0.000789266,0.003694995,0.001954697,0.002605347,0.00427639,0.003096344,0.002238718,0.001729505,0.005717008,0.001052755,0.000119717,0.000681431,0.001835283,0.011057912,0.004959263,0.005149331,0.005175518,0.007061002,0.006479232,0.004393376,0.007662835,0.003975466,0.002506266,0.004847255,0.006624786,0.004407278,0.003195266,0.003424267,0.004798689,0.008712825,0.004856094,0.003698567,0.003442136,0.002183657,0.001819284,0.004409657,0.000558036,0.000118371,0.000224593,0.000115181,0,0.000346661,0,0.00055816,0.000225301,0.000117578,0.000116279,0.000114299,0.000113727,0.000331895,0,0.000112385,0,0,0.000113727,0.000110852,0,0.000227402,0.0004594,0.000554508,0.000457404,0.000115647,0.000118497,0.001148501,0.000583908,0,0.000115062,0.00033542,0.000345503,0.001260312,0.000114574,0.000116782,0.000115808,0,0.000116185,0.00023084,0,0,0.000232315,0.000113753,0,0.000117633,0.00107604,0.000707297,0.001180638
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__brunescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000112511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113999,0,0.00011956,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;Other,0,0,0,0,0,0,0,0,0,0,0,0.000563761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000354233,0.00011443,0,0,0,0,0,0,0,0,0.00011422,0,0.00035503,0.000342427,0,0,0,0,0.000118694,0,0,0,0,0,0,0,0,0,0,0,0,0.000117578,0,0,0.000682361,0,0,0,0,0,0,0,0,0,0,0.000110902,0,0,0,0,0.000233563,0,0,0,0,0,0,0,0,0,0,0,0,0.000114351,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;s__mexicana,0,0,0,0,0.000229095,0,0,0,0.000116727,0.000115314,0,0.000112752,0,0,0,0,0,0,0.000230601,0.000119104,0,0,0.000113572,0,0,0.000354233,0.00011443,0,0,0,0,0,0,0,0,0.000913764,0,0.000118343,0.000684853,0,0,0,0.00011558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113727,0.000110632,0,0,0,0,0,0,0,0.000227402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114351,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter;Other,0,0.000115194,0.001113214,0.000112372,0.000114548,0,0,0.000229331,0,0.000115314,0,0,0.00011197,0.000804875,0.000792932,0,0,0.000117827,0.0001153,0.000119104,0,0.000239435,0.000113572,0,0.000227998,0,0,0,0,0.000115701,0.000112651,0,0,0,0.000112727,0,0,0,0,0,0,0.000118441,0,0,0,0,0,0,0,0,0,0,0,0.000346741,0.00055816,0,0.000470312,0.000232558,0.000114299,0,0,0.000230867,0,0,0,0.000113727,0.000110852,0.000113908,0,0,0.000221803,0,0,0,0.00011485,0.000116782,0.000114012,0,0.00033542,0.000115168,0.000114574,0,0.000116782,0,0.000234962,0,0.00011542,0,0.000114351,0.000232315,0.000113753,0,0,0.00011956,0,0.000354191
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter;s__,0.000115701,0,0.000333964,0,0,0.000118371,0.000562366,0,0,0,0,0.000112752,0,0.000229964,0.000792932,0,0,0,0,0,0,0.000119717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223264,0,0,0,0,0,0,0.000115433,0.00022477,0,0.000114299,0,0,0,0.000113701,0,0,0,0,0,0,0,0,0,0.000111807,0,0.000114574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Thermomonas;s__,0,0,0,0,0.000229095,0,0,0,0,0,0,0,0,0,0,0,0,0.000117827,0,0.000238209,0,0,0,0,0,0.000118078,0,0.000112511,0.000115754,0,0,0,0,0.000227842,0.000225454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236742,0.00157215,0,0.000579509,0.000231107,0.00011558,0.000111632,0.000450603,0.000235156,0.000348837,0.000228598,0.002274537,0.000110632,0.000692601,0.00022477,0,0,0,0.000221705,0.000227816,0.000568505,0,0.000110902,0,0.000231294,0.000118497,0.0004594,0.000350345,0.000342036,0.001150616,0.000111807,0.000345503,0.000343721,0.000114574,0.000116782,0.000347423,0.000234962,0.000116185,0,0.000114469,0,0,0,0.000227998,0,0.00011956,0,0.000236128
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__[Marinicellales];f__[Marinicellaceae];g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__Proteobacteria;c__TA18;o__CV90;f__;g__;s__,0.000347102,0.000230388,0,0,0.000343643,0,0.00033742,0.000229331,0.000116727,0.000115314,0,0.000225505,0.000335909,0.000229964,0.000453104,0.000112537,0.00023818,0.000235655,0.000345901,0,0.000467891,0.000119717,0.000113572,0,0.000113999,0.000236155,0.00011443,0,0,0,0,0.000116104,0.000113585,0.000341763,0.000112727,0.000342661,0.000113007,0,0,0,0.000116171,0,0.000577901,0.000474777,0.000114929,0.000121286,0.000110241,0,0,0,0,0,0,0.00011558,0.000111632,0.000225301,0,0,0,0,0,0,0.000112385,0,0,0,0,0,0,0.00011485,0.000110902,0,0,0.000118497,0,0.000116782,0,0.000115062,0,0.000345503,0.000114574,0,0,0.000115808,0,0,0,0,0,0,0,0,0,0,0.000117883,0
k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__;g__;s__,0.000231401,0,0.000333964,0,0.000114548,0.000236742,0.000224947,0.000114666,0,0.000115314,0.000222099,0.000112752,0.000335909,0.000229964,0,0,0.00011909,0.000589136,0.0001153,0.000119104,0.000467891,0.000119717,0.000340716,0.000344116,0.000227998,0.000590388,0.00011443,0.000225023,0,0.000231401,0,0.000116104,0,0.000569606,0.000112727,0,0,0.000236686,0.000456569,0.000351124,0.000348513,0.000118441,0.000346741,0.000237389,0,0,0,0.000892857,0,0,0.000345543,0.000231803,0.000115554,0.00011558,0.000111632,0.000112651,0,0.000232558,0,0.000227454,0.000774422,0.000115433,0,0.000113856,0,0,0,0,0,0.00011485,0.000110902,0.000228702,0.000115647,0.000118497,0,0.000233563,0.000228024,0,0.00033542,0.000230335,0.000229148,0.000114574,0,0.000115808,0,0.000116185,0,0.000114469,0,0.000232315,0.000113753,0.000113999,0,0.00023912,0.000235766,0.000354191
k__Bacteria;p__SR1;c__;o__;f__;g__;s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035503,0.000114142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011558,0,0,0.000235156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__TM6;c__SBRH58;o__;f__;g__;s__,0,0.000230388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117827,0,0,0,0,0,0.000114705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000115181,0,0,0,0,0,0.000117578,0.000116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231616,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__TM6;c__SJA-4;o__;f__;g__;s__,0.000578503,0.000575971,0.000445286,0.000224744,0.00045819,0.00094697,0.000562366,0.000573329,0.000350181,0.000691882,0.000222099,0.000112752,0.000671817,0.000689893,0.000339828,0.000225073,0.000833631,0.000706964,0.000345901,0.000952835,0.000350918,0.000598587,0.000454287,0.000458821,0.000683995,0.000826544,0.000572148,0.000337534,0.000463017,0.000347102,0.000563253,0.000348311,0.000908678,0.00102529,0.000450907,0.000685323,0.000904057,0.00035503,0.000228284,0.00093633,0.000464684,0.000473765,0.000462321,0.000593472,0.001838869,0.000606428,0.000110241,0.002120536,0.000236742,0.000561482,0.000230362,0.000115902,0.000462214,0.000462321,0.000111632,0.000225301,0.000587889,0.000232558,0.000457195,0.000227454,0,0.0003463,0.000337154,0.000341569,0.000571494,0.001023541,0.000110852,0.000113908,0,0.0002297,0.000332705,0.000457404,0.000231294,0.000355492,0.00011485,0,0.000228024,0.000115062,0.000223614,0.000230335,0.000229148,0.000229148,0.000700689,0.000347423,0.000822368,0.000929476,0.000692521,0.000228938,0.000914808,0.00046463,0.000455011,0.000227998,0.000117633,0.00035868,0.000353648,0.000472255
k__Bacteria;p__TM6;c__SJA-4;o__S1198;f__;g__;s__,0,0,0,0,0,0.000118371,0.000224947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000227842,0,0,0,0.000118343,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231803,0.000115554,0.00011558,0,0,0,0,0,0,0,0.000115433,0,0,0,0.000113727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria;p__TM7;Other;Other;Other;Other;Other,0,0,0,0,0.00091638,0.000118371,0,0,0,0,0,0,0,0,0,0,0.00023818,0.000117827,0.0001153,0,0.000233945,0,0.000454287,0.000114705,0.000227998,0,0.00011443,0.000112511,0,0,0,0,0.000227169,0.000113921,0.000112727,0,0.000339021,0,0,0,0.000116171,0,0,0.000118694,0,0.000121286,0.000661449,0,0,0,0,0,0,0,0,0.000450603,0,0,0,0,0,0,0,0,0.000114299,0,0,0,0,0,0,0.000228702,0,0,0,0,0,0.000115062,0.000111807,0.000115168,0.000114574,0,0,0,0,0,0,0,0.000114351,0,0,0,0.000117633,0,0,0
k__Bacteria;p__TM7;c__;o__;f__;g__;s__,0.001041305,0.000345582,0.000667928,0.000337117,0.000229095,0.000591856,0.000112473,0.000114666,0.000116727,0.000115314,0.000333148,0.000338257,0,0.000344947,0.000113276,0.000562683,0.00011909,0.000589136,0.000807103,0.000476417,0.000350918,0.000239435,0.000454287,0.00022941,0.000227998,0.000354233,0.00011443,0,0.000347262,0.000231401,0,0.000232207,0.000227169,0.000113921,0.000450907,0.00011422,0.00079105,0,0.000798996,0.000351124,0.000697026,0.001421296,0.000346741,0.000118694,0.000574647,0.001091571,0.001433139,0.001004464,0.001065341,0.000561482,0.000230362,0.000115902,0.000462214,0.00011558,0.00055816,0.000337952,0.000352734,0.000581395,0.000457195,0.000454907,0,0.0003463,0.000337154,0.000227713,0.000457195,0.000227454,0.001219377,0.000227816,0.000113701,0.0004594,0.000332705,0.000457404,0.000115647,0,0.00034455,0.000116782,0.000456048,0.000345185,0.00033542,0.000575838,0.000343721,0.00091659,0,0.000347423,0.001057331,0,0.001038781,0.003663004,0.000571755,0.00046463,0.000113753,0.000227998,0.000235266,0.00095648,0.000471531,0.000472255
k__Bacteria;p__TM7;c__MJK10;o__;f__;g__;s__,0.000115701,0,0.000111321,0,0,0.000118371,0,0.000114666,0.000116727,0,0,0.000112752,0,0.000114982,0,0.000112537,0,0.000235655,0,0,0.000116973,0,0,0.000344116,0.000227998,0,0,0.000225023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236742,0,0,0,0.000115554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116782,0,0,0,0,0,0,0,0.000113753,0,0,0.00035868,0,0
k__Bacteria;p__TM7;c__SC3;o__;f__;g__;s__,0.000231401,0.000345582,0.000333964,0.000112372,0.000114548,0.000473485,0.001124733,0.001146657,0.000233454,0.001383764,0.000444198,0.000338257,0.000559848,0.000229964,0.00056638,0,0.00011909,0,0.000576502,0.000238209,0.001169727,0.00047887,0.000795003,0.000573526,0.000455996,0.000472311,0,0.000337534,0,0.000231401,0.000112651,0.000232207,0.000113585,0,0.000563634,0.000456882,0.000113007,0.00035503,0.000228284,0.000117041,0.000116171,0,0.00023116,0.000237389,0,0.000121286,0.000881931,0.000892857,0.000236742,0.000561482,0.000115181,0.000347705,0.000231107,0.000462321,0.000893056,0.001013856,0.000117578,0.000232558,0.000228598,0.000454907,0.000885054,0.0003463,0,0,0.000228598,0.000682361,0.000221705,0.000227816,0.000113701,0.000803951,0.000221803,0.000343053,0.000231294,0.000592487,0.0004594,0.000233563,0.000228024,0.000115062,0.000223614,0.000806173,0.001374885,0,0.000233563,0.000115808,0.000234962,0.000116185,0.000461681,0.000457875,0.000343053,0.000348473,0.000227505,0.000113999,0.0003529,0.00023912,0.000235766,0
k__Bacteria;p__TM7;c__TM7-1;o__;f__;g__;s__,0.005669328,0.00449257,0.004341534,0.011461962,0.003207331,0.004616477,0.005848611,0.00619195,0.005369441,0.006226937,0.004219878,0.007779908,0.002687269,0.004254341,0.005210693,0.00360117,0.004168155,0.005537881,0.004842615,0.008099095,0.004795883,0.004190111,0.005224304,0.004129387,0.005813953,0.00460503,0.00537819,0.003487849,0.003935641,0.002314011,0.003830123,0.003018693,0.003521127,0.005582137,0.005523616,0.004797259,0.003955249,0.004852071,0.006620249,0.003394195,0.002439591,0.002605709,0.00566343,0.010682493,0.006895759,0.008004851,0.004299416,0.00234375,0.008996212,0.007186974,0.005413499,0.003940658,0.004968801,0.006356912,0.007925876,0.003041568,0.005761317,0.006162791,0.010858384,0.010007961,0.007080429,0.003924737,0.004158238,0.005351247,0.00468625,0.004776527,0.00543177,0.004898052,0.003979534,0.003904904,0.003216147,0.005145798,0.004972823,0.004739898,0.005512806,0.008408268,0.00763881,0.006903693,0.009503578,0.006449384,0.004812099,0.003093492,0.004788042,0.002663578,0.006578947,0.00464738,0.005771006,0.006982601,0.005031447,0.005691718,0.004891366,0.00376197,0.005881661,0.005380201,0.004361665,0.003541913
k__Bacteria;p__TM7;c__TM7-3;Other;Other;Other;Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033761,0,0,0.0001153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339021,0.000118343,0,0,0,0,0,0,0,0.000121286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
